"","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_has_profile_pic","host_identity_verified","neighbourhood","district","property_type","room_type","accommodates","bedrooms","price","minimum_nights","maximum_nights","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","instant_bookable"
"3124",2016-06-27,"within a few hours",1,0.7,"FALSE",3,"TRUE","TRUE","South Slope","Brooklyn","Private room in bed and breakfast","Private room",1,1,64,5,1125,96,10,10,10,10,10,10,"FALSE"
"3125",2017-08-26,"within an hour",1,0.97,"TRUE",2,"TRUE","TRUE","Wakefield","Bronx","Private room in house","Private room",1,1,39,7,1125,95,10,9,10,10,9,9,"FALSE"
"3126",2016-06-23,"within an hour",1,0.92,"TRUE",4,"TRUE","TRUE","Jackson Heights","Queens","Private room in townhouse","Private room",3,1,73,4,1125,96,10,10,10,10,10,9,"TRUE"
"3127",2014-08-06,"within a few hours",1,0.7,"FALSE",1,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire condominium","Entire place",3,1,100,7,1125,98,10,10,10,10,10,9,"TRUE"
"3128",2019-01-03,"within an hour",1,0.76,"TRUE",1,"TRUE","TRUE","College Point","Queens","Entire house","Entire place",4,1,74,14,1125,96,10,10,10,10,10,10,"TRUE"
"3129",2019-01-18,"within an hour",1,0.89,"TRUE",1,"TRUE","FALSE","Williamsburg","Brooklyn","Entire condominium","Entire place",4,1,109,31,1125,100,10,10,10,10,10,10,"FALSE"
"3130",2016-05-24,"within an hour",1,0.93,"TRUE",1,"TRUE","TRUE","Claremont Village","Bronx","Entire guest suite","Entire place",3,1,79,10,1125,100,10,10,10,10,10,10,"TRUE"
"3131",2019-03-02,"within an hour",1,0.99,"TRUE",5,"TRUE","FALSE","Murray Hill","Manhattan","Entire loft","Entire place",6,1,364,7,1125,97,9,9,10,10,10,9,"FALSE"
"3132",2017-08-16,"within an hour",1,0.94,"FALSE",3,"TRUE","TRUE","Springfield Gardens","Queens","Private room in house","Private room",1,1,45,7,1125,91,9,8,10,10,9,9,"TRUE"
"3133",2018-03-06,"within a few hours",1,0.5,"TRUE",2,"TRUE","TRUE","Kensington","Brooklyn","Shared room in apartment","Shared room",1,1,45,7,1125,100,10,10,10,9,10,9,"FALSE"
"3134",2013-03-31,"within an hour",1,0.77,"FALSE",2,"TRUE","TRUE","Fordham","Bronx","Private room in house","Private room",1,1,40,14,1125,93,9,8,10,10,9,9,"FALSE"
"3135",2016-11-12,"within an hour",1,0.86,"TRUE",5,"TRUE","TRUE","Hell's Kitchen","Manhattan","Entire condominium","Entire place",4,1,120,90,1125,100,10,10,10,10,10,10,"TRUE"
"3136",2020-01-03,"within a few hours",1,0.95,"TRUE",0,"TRUE","TRUE","Chelsea","Manhattan","Entire condominium","Entire place",3,1,250,5,1125,99,10,10,10,10,10,10,"FALSE"
"3137",2020-02-14,"within an hour",1,0.99,"FALSE",4,"TRUE","TRUE","Queens Village","Queens","Private room in house","Private room",1,1,25,10,1125,100,10,10,10,10,10,10,"TRUE"
"3138",2020-02-14,"within an hour",1,0.99,"FALSE",4,"TRUE","TRUE","Queens Village","Queens","Private room in house","Private room",1,1,25,10,1125,91,9,9,9,9,9,9,"TRUE"
"3139",2009-10-21,"within a few hours",1,0.89,"FALSE",3,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in house","Private room",1,1,44,58,1125,93,9,8,9,9,9,9,"FALSE"
"3140",2020-06-02,"within an hour",1,0.95,"FALSE",1,"TRUE","TRUE","Theater District","Manhattan","Private room in condominium","Private room",1,1,43,15,1125,100,10,9,10,10,10,10,"TRUE"
"3141",2009-10-21,"within a few hours",1,0.89,"FALSE",3,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in house","Private room",1,1,44,58,1125,100,10,10,10,10,9,10,"FALSE"
"3142",2020-06-02,"within an hour",1,0.95,"FALSE",1,"TRUE","TRUE","Theater District","Manhattan","Private room in condominium","Private room",1,1,46,20,1125,100,7,7,10,10,10,10,"TRUE"
"3143",2020-07-17,"within an hour",1,0.94,"TRUE",0,"TRUE","FALSE","Baychester","Bronx","Entire guest suite","Entire place",4,1,87,7,1125,100,10,10,10,10,10,10,"FALSE"
"3144",2019-03-02,"within an hour",1,0.99,"TRUE",5,"TRUE","FALSE","Murray Hill","Manhattan","Entire loft","Entire place",6,1,900,7,1125,100,10,10,10,10,10,9,"FALSE"
"3145",2017-01-08,"within a few hours",1,0.98,"TRUE",5,"TRUE","TRUE","Long Island City","Queens","Entire condominium","Entire place",3,1,106,5,1125,96,9,9,10,9,10,9,"TRUE"
"3146",2018-06-23,"within an hour",1,0.96,"FALSE",3,"TRUE","FALSE","Port Richmond","Staten Island","Private room in townhouse","Private room",4,1,50,5,1125,100,10,10,10,10,10,10,"TRUE"
"3147",2011-10-31,"within an hour",1,1,"FALSE",2,"TRUE","TRUE","Prospect-Lefferts Gardens","Brooklyn","Private room in house","Private room",1,1,43,5,1125,88,9,8,9,9,8,9,"TRUE"
"3148",2011-11-30,"within an hour",1,1,"TRUE",2,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire loft","Entire place",5,1,132,4,1125,95,10,9,10,10,9,10,"TRUE"
"3149",2016-11-04,"within an hour",1,1,"FALSE",6,"TRUE","FALSE","Bushwick","Brooklyn","Private room in townhouse","Private room",1,1,40,15,1125,91,10,9,10,10,9,9,"TRUE"
"3150",2013-12-17,"within an hour",1,1,"FALSE",2,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",5,1,111,4,1125,95,10,8,10,10,10,10,"FALSE"
"3151",2016-11-04,"within an hour",1,1,"FALSE",6,"TRUE","FALSE","Bushwick","Brooklyn","Private room in townhouse","Private room",1,1,30,6,1125,95,9,9,10,10,10,10,"TRUE"
"3152",2013-03-06,"within an hour",1,1,"TRUE",17,"TRUE","TRUE","Bushwick","Brooklyn","Shared room in apartment","Shared room",1,1,18,5,1125,98,10,10,10,10,10,10,"FALSE"
"3153",2015-06-13,"within a few hours",1,1,"FALSE",2,"TRUE","TRUE","Jackson Heights","Queens","Entire condominium","Entire place",4,1,145,5,1125,100,10,10,10,10,10,10,"FALSE"
"3154",2015-06-23,"within an hour",1,1,"TRUE",2,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Entire condominium","Entire place",4,1,140,6,1125,100,10,10,10,10,10,10,"FALSE"
"3155",2015-06-09,"within an hour",1,1,"TRUE",2,"TRUE","FALSE","Upper East Side","Manhattan","Entire condominium","Entire place",3,1,145,5,1125,96,10,10,10,10,10,9,"FALSE"
"3156",2018-05-10,"within an hour",1,1,"FALSE",1,"TRUE","TRUE","East Harlem","Manhattan","Entire condominium","Entire place",6,1,110,29,1125,82,9,8,10,10,9,9,"TRUE"
"3157",2018-10-03,"within a day",1,1,"TRUE",1,"TRUE","TRUE","Williamsburg","Brooklyn","Entire condominium","Entire place",4,1,120,31,1125,99,10,10,10,10,10,10,"FALSE"
"3158",2014-06-07,"within an hour",1,1,"FALSE",1,"TRUE","TRUE","South Slope","Brooklyn","Entire condominium","Entire place",3,1,80,21,1125,95,10,9,10,10,10,9,"FALSE"
"3159",2017-07-09,"within a day",1,1,"FALSE",0,"TRUE","TRUE","Williamsburg","Brooklyn","Entire condominium","Entire place",3,1,450,6,1125,100,10,10,10,10,10,10,"FALSE"
"3160",2012-02-09,"within an hour",1,1,"FALSE",0,"TRUE","TRUE","East Village","Manhattan","Entire condominium","Entire place",4,1,155,31,1125,100,10,10,10,10,10,10,"FALSE"
"3161",2011-08-25,"within a day",1,1,"TRUE",2,"TRUE","TRUE","South Slope","Brooklyn","Entire guest suite","Entire place",3,1,160,3,1125,99,10,10,10,10,10,10,"FALSE"
"3162",2013-06-23,"within an hour",1,1,"FALSE",1,"TRUE","TRUE","Crown Heights","Brooklyn","Entire house","Entire place",8,1,83,3,1125,97,10,9,10,10,10,10,"FALSE"
"3163",2014-11-28,"within an hour",1,1,"TRUE",3,"TRUE","TRUE","Williamsburg","Brooklyn","Private room in loft","Private room",4,1,56,3,1125,99,10,10,10,10,10,10,"FALSE"
"3164",2015-11-22,"within an hour",1,1,"FALSE",1,"TRUE","TRUE","East New York","Brooklyn","Private room in condominium","Private room",1,1,41,3,1125,100,10,10,10,10,10,10,"TRUE"
"3165",2018-07-18,"within an hour",1,1,"TRUE",1,"TRUE","TRUE","Brownsville","Brooklyn","Entire house","Entire place",4,1,89,3,1125,98,10,10,10,10,10,10,"TRUE"
"3166",2018-11-07,"within an hour",1,1,"TRUE",1,"TRUE","TRUE","Sunset Park","Brooklyn","Entire townhouse","Entire place",4,1,130,3,1125,98,10,10,10,10,10,10,"TRUE"
"3167",2017-12-04,"within an hour",1,1,"FALSE",3,"TRUE","TRUE","Todt Hill","Staten Island","Private room in house","Private room",4,1,100,3,1125,89,9,8,10,10,10,9,"FALSE"
"3168",2014-09-29,"within a few hours",1,1,"FALSE",1,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in house","Private room",1,1,45,3,1125,94,9,10,10,10,9,10,"FALSE"
"3169",2014-07-21,"within an hour",1,1,"TRUE",3,"TRUE","TRUE","Midtown","Manhattan","Entire condominium","Entire place",5,1,625,3,1125,80,6,10,10,10,10,8,"TRUE"
"3170",2013-03-03,"within an hour",1,1,"TRUE",1,"TRUE","FALSE","Williamsburg","Brooklyn","Entire house","Entire place",3,1,154,3,1125,99,10,10,10,10,10,10,"TRUE"
"3171",2012-06-09,"within an hour",1,0.71,"FALSE",1,"TRUE","TRUE","Williamsburg","Brooklyn","Entire loft","Entire place",2,1,85,4,1125,98,10,9,10,10,10,9,"FALSE"
"3172",2013-02-16,"within a few hours",1,0,"FALSE",1,"TRUE","TRUE","DUMBO","Brooklyn","Entire loft","Entire place",2,1,75,14,1125,93,10,7,10,10,10,10,"FALSE"
"3173",2013-08-02,"within a few hours",1,0.9,"TRUE",1,"TRUE","TRUE","East Harlem","Manhattan","Entire condominium","Entire place",2,1,149,5,1125,100,10,10,10,10,10,10,"FALSE"
"3174",2013-12-22,"within a day",1,0,"FALSE",1,"TRUE","TRUE","Lower East Side","Manhattan","Entire loft","Entire place",2,1,2000,7,1125,100,10,10,10,10,10,10,"FALSE"
"3175",2011-09-05,"within an hour",1,0.91,"TRUE",3,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in house","Private room",2,1,70,5,1125,98,10,10,10,10,10,10,"FALSE"
"3176",2015-11-17,"within a few hours",1,0.79,"FALSE",3,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in house","Private room",2,1,56,14,1125,98,10,10,10,10,10,10,"FALSE"
"3177",2016-02-29,"within a few hours",1,0,"TRUE",3,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in townhouse","Private room",2,1,115,10,1125,100,10,9,10,10,8,9,"TRUE"
"3178",2016-05-27,"within an hour",1,0.55,"FALSE",5,"TRUE","FALSE","St. Albans","Queens","Private room in townhouse","Private room",2,1,46,5,1125,93,10,9,10,10,9,9,"FALSE"
"3179",2011-06-21,"within a few hours",1,0.75,"FALSE",1,"TRUE","TRUE","Tribeca","Manhattan","Entire loft","Entire place",2,1,275,10,1125,100,10,10,10,10,10,10,"FALSE"
"3180",2017-03-04,"within an hour",1,0.93,"FALSE",4,"TRUE","FALSE","Bushwick","Brooklyn","Private room in house","Private room",2,1,49,5,1125,76,9,8,8,8,8,8,"FALSE"
"3181",2016-02-29,"within a few hours",1,0,"TRUE",3,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in townhouse","Private room",2,1,65,4,1125,95,10,10,10,10,9,9,"FALSE"
"3182",2010-07-02,"within an hour",1,0.75,"FALSE",0,"TRUE","TRUE","Harlem","Manhattan","Entire condominium","Entire place",2,1,158,8,1125,99,10,10,10,10,9,10,"FALSE"
"3183",2017-07-09,"within an hour",1,0.87,"TRUE",7,"TRUE","TRUE","Ditmars Steinway","Queens","Private room in house","Private room",2,1,55,7,1125,96,10,10,10,10,10,10,"FALSE"
"3184",2015-05-02,"within an hour",1,0.67,"FALSE",1,"TRUE","TRUE","Bushwick","Brooklyn","Entire condominium","Entire place",2,1,125,4,1125,98,10,10,10,10,10,10,"FALSE"
"3185",2014-08-01,"within an hour",1,0.9,"FALSE",126,"TRUE","TRUE","Woodside","Queens","Private room in house","Private room",2,1,45,31,1125,100,10,8,10,10,10,10,"FALSE"
"3186",2015-09-30,"within an hour",1,0.8,"FALSE",9,"TRUE","TRUE","Astoria","Queens","Private room in house","Private room",2,1,45,7,1125,94,10,10,10,10,10,10,"FALSE"
"3187",2014-05-16,"within an hour",1,0.85,"TRUE",5,"TRUE","TRUE","Morris Park","Bronx","Entire guest suite","Entire place",2,1,48,5,1125,99,10,10,10,10,10,10,"FALSE"
"3188",2013-09-26,"within a few hours",1,0.53,"FALSE",1,"TRUE","TRUE","East Village","Manhattan","Entire condominium","Entire place",2,1,185,4,1125,91,10,9,9,10,10,9,"FALSE"
"3189",2015-09-01,"within an hour",1,0.93,"TRUE",1,"TRUE","FALSE","Williamsburg","Brooklyn","Entire condominium","Entire place",2,1,91,28,1125,98,10,10,10,10,10,10,"FALSE"
"3190",2018-07-05,"within an hour",1,0.9,"FALSE",35,"TRUE","TRUE","Woodside","Queens","Private room in house","Private room",2,1,32,20,1125,100,10,9,10,10,10,10,"FALSE"
"3191",2019-01-31,"within a few hours",1,0.91,"FALSE",1,"TRUE","FALSE","Jamaica","Queens","Private room in house","Private room",2,1,39,7,1125,92,10,9,10,10,10,9,"FALSE"
"3192",2012-02-28,"within an hour",1,0.83,"FALSE",1,"TRUE","TRUE","Williamsburg","Brooklyn","Entire condominium","Entire place",2,1,200,4,1125,100,10,10,10,10,10,10,"FALSE"
"3193",2017-03-04,"within an hour",1,0.93,"FALSE",4,"TRUE","FALSE","Bushwick","Brooklyn","Private room in house","Private room",2,1,49,5,1125,100,10,9,10,10,10,9,"FALSE"
"3194",2012-04-03,"within a few hours",1,0.72,"TRUE",0,"TRUE","FALSE","Woodside","Queens","Private room in house","Private room",2,1,60,4,1125,98,9,10,10,10,10,10,"FALSE"
"3195",2014-11-17,"within an hour",1,0.73,"FALSE",3,"TRUE","TRUE","East Flatbush","Brooklyn","Private room in house","Private room",2,1,59,12,1125,87,9,9,9,9,9,9,"FALSE"
"3196",2018-01-13,"within an hour",1,0.99,"TRUE",6,"TRUE","TRUE","Woodhaven","Queens","Private room in townhouse","Private room",2,1,14,25,1125,100,10,10,10,10,10,10,"TRUE"
"3197",2016-01-09,"within an hour",1,0.92,"TRUE",1,"TRUE","FALSE","Williamsburg","Brooklyn","Entire condominium","Entire place",2,1,110,31,1125,100,10,10,10,10,10,10,"FALSE"
"3198",2009-11-17,"within a few hours",1,0.8,"TRUE",1,"TRUE","TRUE","Port Morris","Bronx","Entire guest suite","Entire place",2,1,51,14,1125,100,10,10,10,10,10,10,"FALSE"
"3199",2019-08-08,"within an hour",1,0.98,"TRUE",0,"TRUE","TRUE","Upper East Side","Manhattan","Entire condominium","Entire place",2,1,151,5,1125,99,9,10,10,10,10,9,"FALSE"
"3200",2016-07-12,"within a few hours",1,0.77,"FALSE",0,"TRUE","FALSE","Long Island City","Queens","Entire condominium","Entire place",2,1,119,4,1125,96,10,10,10,10,9,10,"FALSE"
"3201",2014-06-16,"within an hour",1,0.97,"FALSE",11,"TRUE","TRUE","Wakefield","Bronx","Entire house","Entire place",2,1,49,4,1125,100,10,10,10,10,10,10,"FALSE"
"3202",2020-02-14,"within an hour",1,0.99,"FALSE",4,"TRUE","TRUE","Queens Village","Queens","Private room in house","Private room",2,1,33,10,1125,20,2,2,2,2,2,2,"TRUE"
"3203",2013-05-27,"within an hour",1,0.98,"FALSE",3,"TRUE","TRUE","Bensonhurst","Brooklyn","Private room in house","Private room",2,1,37,3,1125,95,10,9,10,10,10,10,"FALSE"
"3204",2012-07-23,"within an hour",1,0.91,"FALSE",0,"TRUE","TRUE","Fort Greene","Brooklyn","Entire townhouse","Entire place",2,1,130,3,1125,95,10,9,10,10,9,9,"FALSE"
"3205",2014-11-05,"within a few hours",1,0.46,"TRUE",2,"TRUE","TRUE","Queens Village","Queens","Private room in house","Private room",2,1,55,3,1125,95,10,9,10,10,9,10,"TRUE"
"3206",2011-03-01,"within an hour",1,0.97,"TRUE",27,"TRUE","TRUE","Greenpoint","Brooklyn","Room in boutique hotel","Hotel room",2,1,179,3,1125,97,10,10,10,10,8,10,"FALSE"
"3207",2013-06-01,"within a day",1,0.4,"FALSE",1,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Private room in townhouse","Private room",2,1,60,3,1125,97,10,10,10,10,9,10,"FALSE"
"3208",2014-05-16,"within an hour",1,0.85,"TRUE",5,"TRUE","TRUE","Van Nest","Bronx","Private room in house","Private room",2,1,38,3,1125,95,10,10,10,10,9,10,"FALSE"
"3209",2018-01-13,"within an hour",1,0.99,"TRUE",6,"TRUE","TRUE","Woodhaven","Queens","Private room in house","Private room",2,1,55,3,1125,99,10,10,10,10,10,10,"TRUE"
"3210",2018-01-13,"within an hour",1,0.99,"TRUE",6,"TRUE","TRUE","Woodhaven","Queens","Private room in house","Private room",2,1,55,3,1125,100,10,10,10,10,10,10,"TRUE"
"3211",2013-08-28,"within an hour",1,0.98,"TRUE",2,"TRUE","TRUE","Clinton Hill","Brooklyn","Entire guest suite","Entire place",2,1,77,3,1125,99,10,10,10,10,10,10,"FALSE"
"3212",2015-11-12,"within an hour",1,0.74,"TRUE",3,"TRUE","TRUE","Midwood","Brooklyn","Private room in house","Private room",2,1,55,3,1125,99,10,10,10,10,10,10,"FALSE"
"3213",2015-11-12,"within an hour",1,0.74,"TRUE",3,"TRUE","TRUE","Midwood","Brooklyn","Private room in house","Private room",2,1,55,3,1125,99,10,10,10,10,10,10,"FALSE"
"3214",2013-05-27,"within an hour",1,0.98,"FALSE",3,"TRUE","TRUE","Bensonhurst","Brooklyn","Private room in house","Private room",2,1,36,3,1125,97,10,10,10,10,10,10,"FALSE"
"3215",2016-03-21,"within an hour",1,0.83,"FALSE",3,"TRUE","TRUE","Sunset Park","Brooklyn","Private room in house","Private room",2,1,75,3,1125,100,10,10,10,10,10,10,"FALSE"
"3216",2018-11-05,"within an hour",1,0.5,"FALSE",3,"TRUE","TRUE","Bushwick","Brooklyn","Private room in house","Private room",2,1,49,3,1125,100,10,10,10,10,10,9,"FALSE"
"3217",2018-11-05,"within an hour",1,0.5,"FALSE",3,"TRUE","TRUE","Bushwick","Brooklyn","Private room in loft","Private room",2,1,35,3,1125,100,10,10,10,10,10,10,"FALSE"
"3218",2015-10-27,"within a few hours",1,0.76,"FALSE",14,"TRUE","TRUE","Greenpoint","Brooklyn","Entire loft","Entire place",2,1,163,3,1125,100,10,10,10,10,10,10,"FALSE"
"3219",2015-08-08,"within an hour",1,0.93,"TRUE",2,"TRUE","TRUE","Astoria","Queens","Private room in house","Private room",2,1,69,3,1125,100,10,10,10,10,10,10,"FALSE"
"3220",2015-08-26,"within an hour",1,0.96,"FALSE",4,"TRUE","TRUE","East New York","Brooklyn","Private room in house","Private room",2,1,33,3,1125,89,9,9,10,10,8,9,"FALSE"
"3221",2018-07-02,"within a day",1,0.75,"FALSE",6,"TRUE","TRUE","Midtown","Manhattan","Room in boutique hotel","Hotel room",2,1,217,3,1125,80,6,10,10,10,10,10,"TRUE"
"3222",2018-08-17,"within a day",1,0.75,"FALSE",1,"FALSE","TRUE","East Harlem","Manhattan","Private room in condominium","Private room",2,1,72,3,1125,92,9,8,10,10,9,9,"FALSE"
"3223",2014-05-16,"within an hour",1,0.85,"TRUE",5,"TRUE","TRUE","Morris Park","Bronx","Private room in house","Private room",2,1,42,3,1125,95,9,10,10,10,10,10,"FALSE"
"3224",2015-09-30,"within an hour",1,0.8,"FALSE",9,"TRUE","TRUE","Astoria","Queens","Private room in house","Private room",2,1,45,3,1125,93,10,9,10,9,10,9,"FALSE"
"3225",2018-04-07,"within a few hours",1,0.95,"TRUE",2,"TRUE","FALSE","East Flatbush","Brooklyn","Private room in house","Private room",2,1,66,3,1125,91,9,9,10,9,8,9,"TRUE"
"3226",2012-05-01,"within an hour",1,0.91,"FALSE",2,"TRUE","FALSE","West Village","Manhattan","Entire house","Entire place",2,1,161,3,1125,92,9,10,9,10,10,9,"FALSE"
"3227",2012-05-01,"within an hour",1,0.91,"FALSE",2,"TRUE","FALSE","West Village","Manhattan","Entire house","Entire place",2,1,155,3,1125,95,10,9,9,10,10,9,"FALSE"
"3228",2013-01-29,"within an hour",1,0.92,"FALSE",1,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in house","Private room",2,1,41,3,1125,50,5,4,6,6,8,5,"FALSE"
"3229",2016-04-07,"within a few hours",1,0.8,"FALSE",5,"TRUE","TRUE","Jackson Heights","Queens","Private room in house","Private room",2,1,35,30,1125,89,9,8,10,9,9,9,"FALSE"
"3230",2015-01-22,"within a few hours",1,0.76,"TRUE",3,"TRUE","TRUE","Windsor Terrace","Brooklyn","Entire guest suite","Entire place",2,1,88,30,1125,97,10,10,10,10,10,10,"FALSE"
"3231",2014-08-06,"within a few hours",1,0.98,"FALSE",2,"TRUE","TRUE","East Harlem","Manhattan","Private room in condominium","Private room",2,1,75,30,1125,97,10,10,10,10,10,10,"FALSE"
"3232",2014-12-07,"within a day",1,0.8,"FALSE",2,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Private room in condominium","Private room",2,1,60,30,1125,97,10,9,10,10,9,10,"FALSE"
"3233",2015-02-07,"within a day",1,0,"TRUE",1,"TRUE","TRUE","Crown Heights","Brooklyn","Private room in townhouse","Private room",2,1,99,30,1125,97,10,10,10,10,9,10,"FALSE"
"3234",2018-11-14,"within a few hours",1,0.25,"FALSE",3,"TRUE","FALSE","East Flatbush","Brooklyn","Private room in house","Private room",2,1,48,30,1125,100,10,10,10,10,9,10,"FALSE"
"3235",2014-04-01,"within a few hours",1,0.52,"TRUE",5,"TRUE","TRUE","Williamsburg","Brooklyn","Private room in loft","Private room",2,1,75,30,1125,100,10,10,10,10,10,10,"FALSE"
"3236",2014-04-01,"within a few hours",1,0.52,"TRUE",5,"TRUE","TRUE","Williamsburg","Brooklyn","Private room in loft","Private room",2,1,65,30,1125,88,9,10,9,10,9,8,"FALSE"
"3237",2020-02-18,"within a few hours",1,0.53,"TRUE",0,"TRUE","FALSE","Financial District","Manhattan","Entire condominium","Entire place",2,1,300,30,1125,100,10,10,10,10,10,10,"FALSE"
"3238",2013-10-17,"within an hour",1,0.76,"TRUE",7,"TRUE","TRUE","Park Slope","Brooklyn","Private room in townhouse","Private room",2,1,129,30,1125,99,10,10,10,10,10,10,"TRUE"
"3239",2015-09-30,"within an hour",1,0.8,"FALSE",9,"TRUE","TRUE","Astoria","Queens","Private room in house","Private room",2,1,55,30,1125,95,10,10,10,10,10,10,"FALSE"
"3240",2016-03-23,"within an hour",1,0.75,"FALSE",2,"TRUE","FALSE","Bedford-Stuyvesant","Brooklyn","Private room in townhouse","Private room",2,1,48,30,1125,92,10,9,10,10,10,10,"FALSE"
"3241",2015-08-26,"within an hour",1,0.96,"FALSE",4,"TRUE","TRUE","East New York","Brooklyn","Private room in house","Private room",2,1,33,30,1125,88,9,9,9,9,8,9,"FALSE"
"3242",2010-08-03,"within an hour",1,0.92,"TRUE",1,"TRUE","TRUE","Bedford-Stuyvesant","Brooklyn","Entire townhouse","Entire place",2,1,99,30,1125,99,10,10,10,10,9,10,"FALSE"
"3243",2015-12-07,"within an hour",1,0.97,"FALSE",3,"TRUE","TRUE","South Slope","Brooklyn","Entire house","Entire place",2,1,75,30,1125,91,9,9,9,9,10,9,"TRUE"
"3244",2016-05-29,"within an hour",1,0.92,"FALSE",6,"TRUE","FALSE","University Heights","Bronx","Private room in house","Private room",2,1,28,30,1125,80,9,8,9,9,9,8,"FALSE"
"3245",2016-05-29,"within an hour",1,0.92,"FALSE",6,"TRUE","FALSE","University Heights","Bronx","Private room in house","Private room",2,1,30,30,1125,81,9,8,9,8,9,8,"FALSE"
"3246",2015-01-22,"within an hour",1,0,"TRUE",8,"TRUE","FALSE","Midtown","Manhattan","Entire serviced apartment","Entire place",2,1,810,30,1125,100,10,10,10,10,10,10,"FALSE"
"3247",2017-09-26,"within an hour",1,0.99,"FALSE",9,"TRUE","TRUE","Throgs Neck","Bronx","Private room in house","Private room",2,1,65,30,1125,90,9,9,9,9,9,9,"TRUE"
"3248",2015-08-26,"within an hour",1,0.96,"FALSE",4,"TRUE","TRUE","East New York","Brooklyn","Private room in house","Private room",2,1,32,30,1125,80,8,8,9,8,8,8,"FALSE"
"3249",2015-01-22,"within an hour",1,0,"TRUE",8,"TRUE","FALSE","Midtown","Manhattan","Entire serviced apartment","Entire place",2,1,820,30,1125,100,8,10,10,10,10,10,"FALSE"
"3250",2017-09-26,"within an hour",1,0.99,"FALSE",9,"TRUE","TRUE","Throgs Neck","Bronx","Private room in house","Private room",2,1,50,30,1125,86,9,9,9,9,9,9,"TRUE"
"3251",2019-06-12,"within an hour",1,0.81,"TRUE",4,"TRUE","TRUE","Cypress Hills","Brooklyn","Private room in house","Private room",2,1,48,30,1125,98,10,10,10,10,9,10,"FALSE"
"3252",2019-06-12,"within an hour",1,0.81,"TRUE",4,"TRUE","TRUE","Cypress Hills","Brooklyn","Private room in house","Private room",2,1,58,30,1125,98,10,9,10,10,10,10,"FALSE"
"3253",2019-06-12,"within an hour",1,0.81,"TRUE",4,"TRUE","TRUE","Cypress Hills","Brooklyn","Private room in house","Private room",2,1,45,30,1125,98,10,10,10,10,9,9,"FALSE"
"3254",2015-02-03,"within an hour",1,0.83,"FALSE",2,"TRUE","TRUE","Sunset Park","Brooklyn","Private room in condominium","Private room",2,1,43,30,1125,83,9,9,10,9,9,9,"FALSE"
"3255",2015-02-03,"within an hour",1,0.83,"FALSE",2,"TRUE","TRUE","Sunset Park","Brooklyn","Private room in condominium","Private room",2,1,43,30,1125,89,9,9,9,9,9,9,"FALSE"
"3256",2015-11-02,"within an hour",1,0.94,"FALSE",1318,"TRUE","TRUE","Kips Bay","Manhattan","Entire serviced apartment","Entire place",2,1,128,30,1125,100,10,10,10,10,10,10,"TRUE"
"3257",2015-11-02,"within an hour",1,0.94,"FALSE",1318,"TRUE","TRUE","Kips Bay","Manhattan","Entire serviced apartment","Entire place",2,1,127,30,1125,100,10,10,10,10,10,10,"TRUE"
"3258",2015-11-02,"within an hour",1,0.94,"FALSE",1318,"TRUE","TRUE","Financial District","Manhattan","Entire serviced apartment","Entire place",2,1,141,30,1125,20,6,8,2,2,8,2,"TRUE"
"3259",2015-11-02,"within an hour",1,0.94,"FALSE",1318,"TRUE","TRUE","Financial District","Manhattan","Entire serviced apartment","Entire place",2,1,136,30,1125,100,10,10,10,10,10,10,"TRUE"
"3260",2015-11-02,"within an hour",1,0.94,"FALSE",1318,"TRUE","TRUE","Financial District","Manhattan","Entire serviced apartment","Entire place",2,1,132,30,1125,100,10,10,10,10,10,10,"TRUE"
"3261",2015-11-02,"within an hour",1,0.94,"FALSE",1318,"TRUE","TRUE","Financial District","Manhattan","Entire serviced apartment","Entire place",2,1,138,30,1125,100,10,10,10,10,10,10,"TRUE"
"3262",2015-11-02,"within an hour",1,0.94,"FALSE",1318,"TRUE","TRUE","Financial District","Manhattan","Entire serviced apartment","Entire place",2,1,137,30,1125,100,10,10,8,10,10,10,"TRUE"
"3263",2015-11-02,"within an hour",1,0.94,"FALSE",1318,"TRUE","TRUE","Financial District","Manhattan","Entire serviced apartment","Entire place",2,1,156,30,1125,100,10,7,10,10,10,10,"TRUE"
